id,nombre,tipo,municipio,categoria,costo_estimado,tiempo_horas,nivel_afluencia,lat,lng,foto_url
276,Cancha La Pista,destino,Simojovel,naturaleza,143,3.7,391,17.169472,-92.685755,
277,Street-art,destino,San Cristobal de las Casas,fotografia,44,1.3,541,16.740936,-92.630834,
278,Galería Studio Cerrillo,destino,San Cristobal de las Casas,cultura,109,2.0,1097,16.742174,-92.633969,
279,María Adelina Flores,destino,San Cristobal de las Casas,fotografia,17,0.7,242,16.741254,-92.636034,
280,Casa Museo Angel Albino Corzo,destino,Chiapa de Corzo,cultura,61,2.1,240,16.709319,-93.017082,
281,Temazcal Relajante Las Flores,destino,Zinacantlan,naturaleza,122,3.6,317,16.725126,-92.694947,
282,Parque de la Albania Alta,destino,Tuxtla Gutierrez,naturaleza,122,3.5,316,16.77591,-93.107129,
283,Columna de la Infamia,destino,Tenejapa,cultura,81,1.9,366,16.988098,-92.515933,
284,Parque Ecoturístico Montetik,destino,San Cristobal de las Casas,naturaleza,98,3.5,229,16.696742,-92.607758,
285,Quisco Ejido Chajul y Casa Ejidal,destino,Las Margaritas,naturaleza,97,2.9,225,16.11552,-90.926085,
286,Mirador del Corona,destino,Tzimol,fotografia,11,1.1,171,16.194944,-92.265623,
287,Parque Central Navenchauc,destino,Zinacantlan,naturaleza,166,3.9,478,16.734764,-92.78034,
288,Entrada del COBACH,destino,Huehuetan,naturaleza,116,2.4,293,15.024392,-92.386561,
289,Parque de la Vista Hermosa,destino,Tuxtla Gutierrez,naturaleza,57,3.1,77,16.764711,-93.122547,
290,Monumento del Quesillo,destino,Pijijiapan,cultura,93,1.4,438,15.689799,-93.205979,
291,Monumento Yo soy Chiapas,destino,Tuxtla Gutierrez,fotografia,47,1.2,576,16.761405,-93.095296,
292,Monumento a la Cultura Chiapaneca,destino,Tuxtla Gutierrez,fotografia,33,1.5,423,16.761533,-93.097581,
293,Monumento al Teniente Piloto Aviador José Espinosa Fuentes,destino,Tuxtla Gutierrez,fotografia,37,1.3,460,16.757673,-93.131992,
294,Monumento al Rey Pakal,destino,Tuxtla Gutierrez,fotografia,34,0.7,430,16.754126,-93.131048,
295,Bienvenidos a Tuxtla Gutiérrez,destino,Tuxtla Gutierrez,naturaleza,79,2.7,159,16.742888,-93.070495,
296,Kukulcán,destino,San Cristobal de las Casas,fotografia,7,1.3,127,16.690959,-92.602237,
297,Street Art,destino,San Cristobal de las Casas,naturaleza,177,4.0,518,16.742106,-92.636054,
298,Gaia Glamping,destino,San Cristobal de las Casas,cultura,110,1.8,541,16.733573,-92.608519,
299,Jardín Botánico y Orquidario Comitán,destino,Comitan de Dominguez,naturaleza,150,2.2,418,16.265905,-92.110656,
300,Parque Muul-Ha,destino,Tuxtla Gutierrez,naturaleza,142,3.8,389,16.729029,-93.150631,
301,Cerro Mactumatza,destino,Tuxtla Gutierrez,naturaleza,162,2.2,462,16.725321,-93.147374,
302,Campo La Granja,destino,Bochil,naturaleza,161,4.0,458,16.999532,-92.899148,
303,Cerro El Calvario,destino,Pueblo Nuevo Solistahaucan,naturaleza,74,3.8,140,17.180927,-93.11585,
304,Mirador Chiapas,destino,Tuxtla Gutierrez,fotografia,42,1.2,515,16.828799,-93.095174,
305,mirador Mauricio,destino,Berriozabal,fotografia,12,1.0,189,16.859086,-93.194815,
306,Zona arqueológica de Tenam Puente,destino,La Trinitaria,cultura,36,1.1,2575,16.140923,-92.106196,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Estructura_7-Tenam_Puente.JPG/960px-Estructura_7-Tenam_Puente.JPG
307,Plaza Central Miguel Hidalgo,destino,Tapachula,naturaleza,71,3.8,127,14.91048,-92.264725,
308,Zona Arqueologica Palenque,destino,Palenque,cultura,108,2.1,9020,17.484065,-92.044996,https://upload.wikimedia.org/wikipedia/commons/9/90/Palenque_Collage.jpg
309,Plazuela de La Merced,destino,San Cristobal de las Casas,naturaleza,192,2.3,572,16.736059,-92.641598,
310,Plazuela de San Ramón,destino,San Cristobal de las Casas,naturaleza,91,2.9,200,16.737838,-92.649947,
311,Museo Chiapas de Ciencia y Tecnologia (MUCH),destino,Tuxtla Gutierrez,cultura,97,2.0,462,16.722666,-93.091705,
312,Zócalo,destino,Palenque,naturaleza,134,2.7,359,17.50893,-91.980991,
313,"Parque Recreativo ""Los Cerritos""",destino,Tapachula,naturaleza,52,3.2,59,14.885297,-92.293484,
314,Parque Central Miguel Hidalgo,destino,Tapachula,naturaleza,94,3.2,213,14.940638,-92.16876,
315,Plan de Ayutla,destino,Tenosique,cultura,55,1.8,1414,16.784285,-91.280547,
316,Ruinas el Lagartero,destino,La Independencia,cultura,117,2.2,585,15.827365,-91.883903,
317,Zona arqueológica de Yaxchilan,destino,Tenosique,cultura,37,1.3,2687,16.89878,-90.965702,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Structure_33_..._%28Photo_by_JC_PLE%29_%2849536362547%29.jpg/960px-Structure_33_..._%28Photo_by_JC_PLE%29_%2849536362547%29.jpg
318,Parque central Benito Juárez,destino,Comitan de Dominguez,naturaleza,119,3.9,303,16.252328,-92.135458,
319,Misión Surf México,destino,Tapachula,naturaleza,178,3.5,520,14.733133,-92.436353,
320,Parque del Oriente,destino,Tuxtla Gutierrez,naturaleza,110,3.1,271,16.7604,-93.089806,
321,Ex Convento de Santo Domingo,destino,San Cristobal de las Casas,cultura,74,1.6,322,16.741914,-92.637304,
322,Templo De San Sebastián,destino,Chiapa de Corzo,cultura,79,1.6,352,16.70637,-93.011861,
323,Zona arqueológica de Bonampak,destino,Tenosique,cultura,42,2.1,3077,16.703128,-91.063568,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Zona_arqueologica_Bonampak_01_ID_ZA30_DBannasch.jpg/960px-Zona_arqueologica_Bonampak_01_ID_ZA30_DBannasch.jpg
324,Izapa,destino,Tapachula,cultura,30,2.2,2057,14.92835,-92.176903,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Vista_de_las_pir%C3%A1mides_de_Izapa.jpg/960px-Vista_de_las_pir%C3%A1mides_de_Izapa.jpg
325,Toniná,destino,Ocosingo,cultura,50,1.9,3836,16.900385,-92.00976,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Monta%C3%B1a_Prehisp%C3%A1nica_-_Tonin%C3%A1.jpg/960px-Monta%C3%B1a_Prehisp%C3%A1nica_-_Tonin%C3%A1.jpg
326,Museo del Sitio Palenque,destino,Palenque,cultura,43,1.7,130,17.488464,-92.041969,
327,Juego de Pelota,destino,Palenque,cultura,95,1.7,451,17.484953,-92.045259,
328,Palacio,destino,Palenque,cultura,65,1.4,266,17.484067,-92.046168,
329,Templo XV,destino,Palenque,cultura,53,2.4,192,17.483162,-92.04564,
330,Templo XIV,destino,Palenque,cultura,112,2.4,553,17.483014,-92.045767,
331,Templo VII (Del Conde),destino,Palenque,cultura,64,2.4,262,17.485575,-92.045622,
332,Grupo Norte,destino,Palenque,cultura,78,2.1,346,17.485729,-92.045119,
333,Templo X,destino,Palenque,cultura,100,1.1,480,17.48536,-92.046187,
334,Templo XII,destino,Palenque,cultura,62,1.5,249,17.483866,-92.047503,
335,Templo XIII,destino,Palenque,cultura,45,1.9,144,17.483731,-92.047265,
336,Templo de Calavera,destino,Palenque,cultura,41,2.4,120,17.484004,-92.047753,
337,Templo de la Cruz,destino,Palenque,cultura,92,2.2,431,17.482916,-92.04523,
338,Templo de la Cruz Foliada,destino,Palenque,cultura,59,2.0,232,17.482328,-92.045144,
339,Templo de las Inscripciones,destino,Palenque,cultura,64,2.3,5041,17.483605,-92.046947,
340,Templo del Sol,destino,Palenque,cultura,116,1.5,579,17.482863,-92.045892,
341,Parque Las palmas,destino,Tuxtla Gutierrez,naturaleza,74,3.3,138,16.752312,-93.088876,
342,Parque Electricistas,destino,Tuxtla Gutierrez,naturaleza,89,2.0,195,16.752118,-93.083621,
343,Parque Central,destino,Villaflores,naturaleza,89,2.2,194,16.235139,-93.267268,
344,Plaza Principal,destino,Escuintla,naturaleza,92,2.2,206,15.349774,-92.544288,
345,Miguel Hidalgo,destino,Tapachula,naturaleza,195,3.9,583,14.920309,-92.378827,
346,Parque Ecologico El Zapote,destino,Villaflores,naturaleza,199,2.8,598,16.350187,-93.310185,
347,Emiliano Zapata,destino,Villaflores,naturaleza,176,3.4,515,16.231784,-93.272367,
348,Parque de la Marimba,destino,Tuxtla Gutierrez,naturaleza,136,2.3,368,16.75533,-93.123389,
349,Grutas de Guaymas,destino,Suchiapa,naturaleza,143,2.6,392,16.468618,-93.243465,
350,Salto Chiquito,destino,Tonala,naturaleza,164,3.8,470,16.325735,-93.572334,
351,Ecoturismo Laguna encantada,destino,Pueblo Nuevo Solistahaucan,naturaleza,171,2.2,494,17.132298,-93.163453,
352,Campo deportivo,destino,Pueblo Nuevo Solistahaucan,naturaleza,135,2.0,362,17.222128,-93.16236,
353,Malecon,destino,Palenque,familiar,150,2.2,277,17.728558,-92.015706,
354,Reserva Ecológica Moxviquil,destino,San Cristobal de las Casas,naturaleza,154,2.9,432,16.759,-92.636559,
355,Parque Deportivo,destino,Ostuacan,naturaleza,194,2.1,579,17.188724,-93.607168,
356,Parque Recreativo Ya'Ax-Na,destino,Comitan de Dominguez,naturaleza,134,3.6,359,16.223823,-92.130737,
357,Parque Central Ciudad Hidalgo,destino,Tapachula,naturaleza,94,2.5,214,14.679739,-92.150279,
358,Edificio 1 - Edificio de las Pinturas,destino,Tenosique,cultura,119,1.9,597,16.703526,-91.065122,
359,Escala,destino,Tenosique,cultura,104,1.4,503,16.703471,-91.064861,
360,Acrópolis,destino,Tenosique,cultura,57,2.1,215,16.703424,-91.06502,
361,Templo,destino,Tenosique,cultura,45,2.2,142,16.703347,-91.064701,
362,Edificio 33,destino,Tenosique,cultura,95,1.1,448,16.898664,-90.964791,
363,Edificio 12,destino,Tenosique,cultura,96,1.9,455,16.899909,-90.96427,
364,Edificio 14 (Juego de Pelota),destino,Tenosique,cultura,63,1.2,256,16.899886,-90.964507,
365,Pirámide,destino,Ocosingo,cultura,88,1.5,405,16.902152,-92.009522,
366,Templo de la guerra cósmica,destino,Ocosingo,cultura,99,1.3,476,16.898822,-92.010329,
367,Edificio 16,destino,Tenosique,cultura,39,1.2,110,16.900272,-90.965065,
368,Edificio 39,destino,Tenosique,cultura,108,1.4,526,16.897015,-90.966676,
369,Edificio 40,destino,Tenosique,cultura,43,2.2,133,16.89676,-90.96664,
370,Edificio 41,destino,Tenosique,cultura,50,1.8,174,16.896534,-90.966535,
371,El Laberinto - Edificio 19,destino,Tenosique,cultura,95,1.4,450,16.899979,-90.965718,
372,Edificio 17,destino,Tenosique,cultura,114,2.3,565,16.900434,-90.965225,
373,Edificio 20,destino,Tenosique,cultura,48,1.6,163,16.898629,-90.963922,
374,Edificio 21,destino,Tenosique,cultura,54,1.5,200,16.898918,-90.964061,
375,Edificio 22,destino,Tenosique,cultura,37,1.3,95,16.899231,-90.96428,
376,Edificio23,destino,Tenosique,cultura,47,1.8,157,16.899402,-90.964459,
377,Edificio 24,destino,Tenosique,cultura,40,1.6,114,16.899503,-90.964493,
378,San Cristóbal de las Casas;Kiosco Central,destino,San Cristobal de las Casas,naturaleza,147,3.8,408,16.73701,-92.637573,
379,Centro Ecoturístico Cascadas de Misol-Ha,destino,Palenque,naturaleza,156,3.3,441,17.390194,-92.001553,
380,Parque Central de la Col. Juan de Grijalva,destino,Chiapa de Corzo,naturaleza,118,2.7,300,16.728274,-92.978392,
381,Zona arqueológica de Chinkultic,destino,La Independencia,cultura,75,1.1,6042,16.126273,-91.783847,
382,Zona arqueológica de Iglesia Vieja o Los Horcones,destino,Tonala,cultura,70,1.1,5639,16.131338,-93.747249,
383,Zona Arqueológica de Chiapa de Corzo,destino,Chiapa de Corzo,cultura,33,1.5,2333,16.702975,-93.003694,
384,Pirámide del Dios del Viento,destino,La Independencia,cultura,76,1.3,334,15.82759,-91.883835,
385,La Pirámide de las Tumbas,destino,La Independencia,cultura,88,1.4,408,15.828138,-91.884001,
386,La Pirámide de las Vasijas,destino,La Independencia,cultura,99,2.5,475,15.828352,-91.883395,
387,La Pirámide del Guajil,destino,La Independencia,cultura,41,1.8,119,15.827801,-91.883332,
388,Centro Ecoturístico Lagos de Colón,destino,La Independencia,naturaleza,147,2.8,408,15.829181,-91.886753,
389,Convento de San José Coneta,destino,La Independencia,cultura,99,1.5,473,15.894699,-91.940385,
390,Parque de la Mujer Soldado,destino,Tuxtla Gutierrez,naturaleza,139,3.7,379,16.759302,-93.09187,
391,Valdivia,destino,Mapastepec,naturaleza,140,2.8,382,15.502841,-92.949533,
392,Parque Col Pedregal de San Angel,destino,Tapachula,naturaleza,136,2.6,366,14.882775,-92.266657,
393,Parque Central de Copoya,destino,Tuxtla Gutierrez,naturaleza,161,2.3,457,16.714159,-93.118274,
394,Parque Central Arriaga,destino,Arriaga,naturaleza,114,3.1,288,16.235608,-93.899224,
395,"Parque ""Bosque la Concordia""",destino,Tapachula,naturaleza,86,3.0,184,14.894678,-92.251053,
396,"Parque ""Los Laureles""",destino,Tapachula,naturaleza,139,3.8,379,14.893281,-92.253195,
397,Mirador Manos que imploran.,destino,Tuxtla Gutierrez,naturaleza,125,3.9,327,16.912578,-93.10246,
398,La Peña,destino,Huehuetan,naturaleza,128,3.9,338,15.116032,-92.231593,
399,Parque Caña Hueca,destino,Tuxtla Gutierrez,naturaleza,183,3.1,539,16.757988,-93.142413,
400,Convivencia Infantil,destino,Tuxtla Gutierrez,naturaleza,113,3.2,281,16.759791,-93.103537,
401,Museo de Paleontología,destino,Tuxtla Gutierrez,cultura,86,1.9,397,16.759375,-93.105859,
402,Parque de los Laureles,destino,Tuxtla Gutierrez,naturaleza,82,3.1,168,16.761727,-93.165309,
403,Parque Joyyo Mayu,destino,Tuxtla Gutierrez,naturaleza,139,2.2,379,16.761227,-93.143813,
404,Parque San Antonio,destino,Tuxtla Gutierrez,naturaleza,103,3.5,246,16.771765,-93.114144,
405,Parque Morelos Bicentenario,destino,Tuxtla Gutierrez,naturaleza,61,2.7,90,16.753813,-93.127848,
406,Parque de la Juventud,destino,Tuxtla Gutierrez,naturaleza,69,3.4,120,16.754609,-93.127805,
407,Cinco de Mayo,destino,Tuxtla Gutierrez,naturaleza,184,2.9,542,16.752841,-93.106421,
408,Parque Popular,destino,Tuxtla Gutierrez,naturaleza,90,2.6,199,16.733317,-93.1172,
409,Rotonda de la Marimba,destino,Venustiano Carranza,cultura,73,1.7,317,16.337367,-92.558708,
410,Museo de Antropología e Historia,destino,Tuxtla Gutierrez,cultura,53,1.6,192,16.759801,-93.106847,
411,Parque Niño de Atocha,destino,Tuxtla Gutierrez,naturaleza,92,2.5,206,16.763008,-93.118615,
412,Parque de Soconusco,destino,Acapetahua,naturaleza,161,4.0,459,15.3154,-92.726641,
413,Parque Acuático Yolonam,destino,Tapachula,familiar,238,2.7,564,14.912043,-92.199015,
414,Parque Jardines del Pedregal,destino,Tuxtla Gutierrez,naturaleza,103,3.3,247,16.769916,-93.088926,
415,Parque central,destino,Berriozabal,naturaleza,111,3.1,275,16.800007,-93.27256,
416,Museo Zoque de Copoya,destino,Tuxtla Gutierrez,cultura,46,1.8,148,16.714147,-93.117907,
417,area verde,destino,Tonala,naturaleza,93,2.1,209,16.095086,-93.757184,
418,Parque de San Jose Teran,destino,Tuxtla Gutierrez,naturaleza,146,2.5,404,16.748631,-93.180447,
419,Plaza de Santo Domingo,destino,Tuxtla Gutierrez,naturaleza,84,2.9,176,16.755211,-93.116605,
420,Plaza de Santa Lucia,destino,San Cristobal de las Casas,naturaleza,136,3.6,367,16.732115,-92.636731,
421,Parque Juan Sabines,destino,Bochil,naturaleza,159,2.6,451,16.997051,-92.897157,
422,Parque Morelos,destino,Bochil,naturaleza,196,2.0,588,16.994693,-92.895151,
423,"Parque ""Bancrisa""",destino,Tapachula,naturaleza,138,2.9,374,14.890663,-92.269983,
424,Parque Bicentenario Par Vial,destino,Tapachula,naturaleza,72,2.2,132,14.888588,-92.26588,
425,Parque ecologico Tapachula,destino,Tapachula,naturaleza,119,2.7,303,14.883779,-92.292254,
426,Parque Akishino,destino,Tapachula,naturaleza,177,3.5,517,14.890058,-92.296461,
427,Parque Akishino 2da Plaza,destino,Tapachula,naturaleza,188,2.6,556,14.890591,-92.295624,
428,Zona boscosa 24 Pte,destino,Tapachula,naturaleza,195,2.4,582,14.898373,-92.27663,
429,Museo Botánico,destino,Tuxtla Gutierrez,cultura,119,1.2,597,16.75903,-93.10816,
430,"Parque ""Armonía""",destino,Tapachula,naturaleza,79,3.6,157,14.903285,-92.254351,
431,"Parque ""Cireba""",destino,Tapachula,naturaleza,95,2.9,216,14.890906,-92.248615,
432,Fuente Atzacua,destino,Tapachula,naturaleza,95,3.5,216,14.898033,-92.242888,
433,parque maya,destino,Ocozocoautla,naturaleza,158,3.0,449,16.736757,-93.314068,
434,Parque Centenario de la Fuerza Aérea,destino,Tuxtla Gutierrez,naturaleza,178,3.4,519,16.758332,-93.132728,
435,Parque De La Primavera Pumpushuti,destino,Tuxtla Gutierrez,naturaleza,69,2.5,119,16.746951,-93.076617,
436,Templo XIX,destino,Palenque,cultura,61,1.2,242,17.481267,-92.046031,
437,Templo de los Guerreros (XVII),destino,Palenque,cultura,86,2.0,396,17.48191,-92.045616,
438,Templo XXI,destino,Palenque,cultura,61,1.2,240,17.482227,-92.046119,
439,Grupo I,destino,Palenque,cultura,63,1.1,253,17.486151,-92.044034,
440,Grupo II,destino,Palenque,cultura,84,1.4,380,17.486314,-92.044304,
441,Grupo de los Murciélagos,destino,Palenque,cultura,47,1.5,159,17.486233,-92.042629,
442,Grupo B,destino,Palenque,cultura,100,1.2,480,17.485659,-92.042771,
443,Templo XX,destino,Palenque,cultura,84,1.8,385,17.48175,-92.046276,
444,Parque - Malecón,destino,Tapachula,naturaleza,167,3.8,481,14.915438,-92.269689,
445,Malecón Puerto Madero,destino,Tapachula,naturaleza,160,3.3,456,14.711907,-92.417809,
446,Museo Juan Sabines,destino,Tuxtla Gutierrez,cultura,109,1.8,536,16.750041,-93.072482,
447,parque carmen,destino,Tapachula,naturaleza,104,3.9,248,14.888238,-92.295976,
448,Parque de Terán,destino,Tuxtla Gutierrez,naturaleza,77,3.1,149,16.753598,-93.162672,
449,Feria Mesoamericana,destino,Tapachula,eventos,181,3.1,377,14.878425,-92.2913,
450,parque de la iglesia del rosario,destino,San Cristobal de las Casas,naturaleza,192,4.0,573,16.741509,-92.625303,
451,Parque Central Catedral,destino,Tuxtla Gutierrez,naturaleza,107,3.6,260,16.753075,-93.115661,
452,Parque Tulipanes conmemoración de RCM,destino,Tapachula,naturaleza,95,3.9,215,14.875918,-92.288658,
453,"Parque ecologico ""Del Café""",destino,Tapachula,naturaleza,59,3.1,85,14.949807,-92.252986,
454,"Parque mirador ""El rinconcito""",destino,Tapachula,naturaleza,83,2.9,174,14.941751,-92.254577,
455,Malecon Seccion 1 (Parque),destino,Tapachula,naturaleza,100,3.2,233,14.90997,-92.27233,
456,Parque 5 de febrero,destino,Tapachula,naturaleza,103,3.3,247,14.926162,-92.258305,
457,Parque infantil privado de la Iglesia,destino,Tapachula,naturaleza,114,3.1,284,14.9255,-92.258541,
458,Parque De Hombres Ilustres,destino,Tuxtla Gutierrez,naturaleza,67,3.0,115,16.759543,-93.107219,
459,Parque de Niños,destino,Tuxtla Gutierrez,naturaleza,148,3.3,410,16.761487,-93.09973,
460,Unidad Deportiva Metapa de Dominguez,destino,Tapachula,naturaleza,61,3.9,91,14.836235,-92.20037,
461,Plazuela de la pilita,destino,Comitan de Dominguez,naturaleza,186,3.1,551,16.25585,-92.126741,
462,Parque de San Sebastian,destino,Comitan de Dominguez,naturaleza,104,3.1,250,16.247045,-92.131417,
463,Parque de San Jose,destino,Comitan de Dominguez,naturaleza,76,4.0,148,16.250106,-92.134678,
464,Parque de la Pila,destino,Comitan de Dominguez,naturaleza,180,3.0,529,16.255042,-92.133721,
465,Parque Recreativo de San Sebastian,destino,Comitan de Dominguez,naturaleza,153,2.8,427,16.246852,-92.132957,
466,Parque de Guadalupe,destino,Comitan de Dominguez,naturaleza,129,3.3,343,16.249958,-92.139776,
467,SEDEM,destino,San Cristobal de las Casas,naturaleza,161,2.4,458,16.728409,-92.64657,
468,Parque del Mariachi,destino,Tuxtla Gutierrez,naturaleza,167,3.9,479,16.746364,-93.114665,
469,Parquecito de la Zona Urbana,destino,Venustiano Carranza,naturaleza,76,3.3,146,16.342173,-92.555282,
470,Parque San Quintin Calcaneo,destino,Huixtla,naturaleza,168,2.4,485,15.214235,-92.577299,
471,Miramar,destino,Tuxtla Gutierrez,naturaleza,159,3.6,452,16.769012,-93.114909,
472,Las Canchitas,destino,Tuxtla Gutierrez,naturaleza,51,2.2,56,16.772397,-93.117869,
473,Parquecito de la entrada,destino,Tapachula,naturaleza,136,3.8,368,14.684245,-92.151269,
474,Parque La Cañada,destino,Tapachula,naturaleza,191,2.9,569,14.867912,-92.250968,
475,Parque Deportivo Parroquial Señor de Tila,destino,Simojovel,naturaleza,64,2.1,101,17.171937,-92.684982,
476,es un parque donde hay muchos juegos,destino,Zinacantlan,naturaleza,189,2.4,562,16.555822,-92.813186,
477,Parque 4ta Seccion,destino,Tuxtla Gutierrez,naturaleza,182,2.9,535,16.730746,-93.066418,
478,"Parque ""Velazco Suarez¨.",destino,San Cristobal de las Casas,naturaleza,194,3.1,579,16.739285,-92.648487,
479,Parque Central Ocosingo,destino,Ocosingo,naturaleza,178,3.3,521,16.908297,-92.094858,
480,estacionamiento con parque,destino,Pijijiapan,naturaleza,122,2.7,317,15.691662,-93.209792,
481,Parque Vega del Paso,destino,Venustiano Carranza,naturaleza,181,3.2,532,16.339316,-92.671178,
482,Calle Los Pinos,destino,Frontera Comalapa,cultura,87,1.1,403,15.707242,-92.058994,
483,Parque San Sebastian,destino,Ocosingo,naturaleza,184,2.0,541,16.90265,-92.100296,
484,Parque Benito Juárez,destino,Ocosingo,naturaleza,125,2.7,325,16.903024,-92.101543,
485,El Cerrito,destino,Venustiano Carranza,naturaleza,170,3.8,491,16.335209,-92.668947,
486,Museo del Café Chiapas,destino,Tuxtla Gutierrez,cultura,63,1.8,252,16.754444,-93.114125,
487,Parque de Santa Ana,destino,Suchiapa,naturaleza,98,3.9,229,16.623728,-93.10232,
488,Parque Nacional Cañón del Sumidero,destino,Tuxtla Gutierrez,aventura,124,3.1,322,16.838541,-93.094986,
489,Parque Ecoturístico Cañon del Sumidero,destino,Tuxtla Gutierrez,aventura,189,2.9,559,16.885193,-93.102578,
490,Reserva de la Biosfera Selva El Ocote,destino,Jiquipilas,naturaleza,137,2.2,6668,16.955049,-93.634022,
491,Reserva de la Biosfera La Encrucijada,destino,Acapetahua,naturaleza,170,3.1,490,15.196318,-92.927112,
492,Reserva de la Biosfera La Sepultura,destino,Arriaga,naturaleza,145,2.1,401,16.245298,-93.764642,
493,Reserva de la Biosfera El Triunfo,destino,Mapastepec,naturaleza,107,4.0,260,15.67908,-92.893024,
494,IMSS,destino,Tapachula,naturaleza,100,2.5,235,14.988805,-92.165879,
495,Gruta Ecoturistica Yaxal Juk-Pik,destino,Palenque,naturaleza,124,3.7,324,17.377446,-91.924936,
496,Water Blue,destino,Tapachula,familiar,99,3.4,112,15.001411,-92.163888,
497,Bosques de Comitán,destino,Comitan de Dominguez,naturaleza,93,3.9,208,16.23791,-92.158013,
498,Centro Ecoturístico Sima de las Cotorras,destino,Ocozocoautla,naturaleza,107,2.8,5082,16.807723,-93.47469,
499,Iglesia,destino,Tumbala,cultura,98,1.3,465,17.338247,-92.289677,
500,"Parque Central ""Fundadores""",destino,Las Margaritas,naturaleza,115,2.1,289,16.231553,-92.010687,
501,Paseo de las esculturas,destino,Tuxtla Gutierrez,fotografia,2,1.2,80,16.754429,-93.152762,
502,Teatro Hundido,destino,Tuxtla Gutierrez,eventos,127,3.3,333,16.754772,-93.152626,
503,CEDECO Estación Ferroviaria,destino,Tapachula,naturaleza,84,3.4,177,14.89857,-92.268357,
504,Unidad deportiva La Cebadilla,destino,Tapachula,naturaleza,124,3.6,322,14.878719,-92.262283,
505,Parque Ejidal,destino,Ostuacan,naturaleza,181,3.6,530,17.341281,-93.55285,
506,Campo Moscafrut,destino,Tapachula,naturaleza,164,2.3,468,14.829056,-92.196139,
507,Estacionamiento D. Metodos,destino,Tapachula,naturaleza,130,3.5,346,14.831336,-92.194118,
508,Embarcadero Cahuare,destino,Chiapa de Corzo,naturaleza,90,2.8,199,16.739746,-93.031263,
509,Parque las Ciénagas.,destino,San Cristobal de las Casas,naturaleza,191,2.2,570,16.743028,-92.649517,
510,Parque la Isla.,destino,San Cristobal de las Casas,naturaleza,151,4.0,420,16.741454,-92.645949,
511,Parque Terán II,destino,Tuxtla Gutierrez,naturaleza,54,3.8,65,16.76847,-93.161367,
512,Cráter del volcán Chichonal,destino,Ixtacomitan,naturaleza,153,3.7,430,17.36007,-93.229324,
513,Villa Trinidad,destino,Tapachula,naturaleza,192,2.1,572,14.98356,-92.156473,
514,Parque Niños Héroes,destino,Tapachula,naturaleza,147,3.9,407,14.897201,-92.260267,
515,Parque Juárez,destino,Pichucalco,naturaleza,145,2.6,398,17.607648,-93.193028,
516,Área de Protección de Flora y Fauna Cascadas de Agua Azul,destino,Ocosingo,naturaleza,88,2.6,191,17.262157,-92.117961,
517,Área de Protección de Flora y Fauna Nahá,destino,Tenosique,naturaleza,130,2.9,344,16.975681,-91.588836,
518,Área de Protección de Flora y Fauna Metzabok,destino,Tenosique,naturaleza,148,3.7,412,17.111488,-91.619748,
519,Monumento Natural Yaxchilán,destino,Tenosique,naturaleza,193,2.0,576,16.872401,-90.978321,
520,Área de Protección de Flora y Fauna Chan-Kin,destino,Tenosique,naturaleza,148,3.5,410,16.7097,-90.77052,
521,Monumento Natural Bonampak,destino,Tenosique,naturaleza,170,2.0,493,16.703194,-91.087084,
522,Santuario Playa Puerto Arista,destino,Tonala,naturaleza,85,2.1,180,15.929819,-93.813906,
523,Reserva Ecológica el Silencio,destino,Tapachula,naturaleza,153,3.8,429,14.679093,-92.231772,
524,Las Nubes,destino,Mapastepec,naturaleza,151,3.1,421,15.586621,-92.934439,
525,El Paraíso del Jaguar,destino,Pijijiapan,naturaleza,116,3.3,295,15.843031,-93.005702,
526,Grutas de Montecristo,destino,Juchitan,naturaleza,120,2.7,307,16.379168,-93.096918,
527,Reserva Privada Los Bordos,destino,Jiquipilas,naturaleza,151,2.8,420,16.809733,-93.557946,
528,Barranca Honda,destino,Jiquipilas,aventura,150,2.5,419,16.525438,-93.418306,
529,Finca El Corinto,destino,Ocozocoautla,naturaleza,165,2.5,472,16.826608,-93.502275,
530,Reserva Las Guacamayas,destino,Las Margaritas,naturaleza,65,2.9,105,16.257625,-90.827994,
531,Área de Conservación La Caverna,destino,Las Margaritas,naturaleza,74,2.1,140,16.228836,-91.363578,
532,Zona Sujeta a Conservación Ecológica Cordón Pico El Loro-Paxtal,destino,Siltepec,naturaleza,51,3.2,55,15.513426,-92.485159,
533,Área Natural Típica La Concordia Zaragoza,destino,Angel Albino Corzo,naturaleza,114,3.7,288,15.95876,-92.613366,
534,Plaza del Pueblo,destino,San Cristobal de las Casas,naturaleza,166,3.9,476,16.720844,-92.602745,
535,Zona Sujeta a Conservación Ecológica Huitepec-Los Alcanfores,destino,Zinacantlan,naturaleza,80,2.5,162,16.743019,-92.682872,
536,Zona Sujeta a Conservación Ecológica El Cabildo Amatal,destino,Tapachula,naturaleza,96,3.2,219,14.762722,-92.465826,
537,Zona Sujeta a Conservación Ecológica El Gancho Murillo,destino,Tapachula,naturaleza,63,3.0,99,14.608621,-92.307068,
